,zurich,penumbra,compactness,x_ray_class,association
1992-08-03 10:09:00,D,K,O,M,associated
1992-08-20 08:59:00,E,K,O,M,associated
1992-08-20 14:10:00,E,K,I,M,associated
1992-08-20 20:30:00,E,K,I,M,associated
1992-08-21 10:58:00,E,K,C,M,associated
1992-08-21 11:53:00,E,K,C,M,associated
1992-09-05 11:24:00,E,K,I,M,associated
1992-09-05 16:16:00,E,A,I,M,associated
1992-09-06 01:56:00,E,K,I,M,associated
1992-09-06 02:32:00,E,K,I,M,associated
1992-09-06 05:15:00,E,K,I,M,associated
1992-09-06 06:57:00,E,K,I,M,associated
1992-09-06 08:57:00,E,K,I,M,associated
1992-09-06 11:47:00,E,K,I,M,associated
1992-09-06 13:01:00,E,K,I,M,associated
1992-09-06 15:05:00,E,K,I,M,associated
1992-09-06 17:15:00,E,K,I,M,associated
1992-09-06 18:42:00,F,K,C,X,associated
1992-09-06 20:50:00,F,K,C,X,associated
1992-09-07 08:44:00,E,K,I,M,associated
1992-09-07 13:04:00,E,K,I,M,associated
1992-09-07 19:29:00,F,K,I,M,associated
1992-09-07 21:02:00,E,A,I,M,associated
1992-09-07 22:58:00,F,K,I,M,associated
1992-09-08 08:36:00,E,K,I,M,associated
1992-09-08 12:06:00,D,A,O,M,associated
1992-09-08 18:58:00,F,K,I,M,associated
1992-09-09 17:58:00,C,A,O,M,associated
1992-09-16 10:05:00,D,K,I,M,associated
1992-09-16 14:50:00,D,A,I,M,associated
1992-09-17 11:16:00,D,K,I,M,associated
1992-09-17 20:44:00,D,K,I,M,associated
1992-10-02 07:18:00,B,X,O,M,associated
1992-10-05 15:14:00,D,A,I,M,associated
1992-10-07 05:02:00,D,A,O,M,associated
1992-10-07 07:51:00,D,A,O,M,associated
1992-10-07 10:11:00,D,A,I,M,associated
1992-10-07 14:46:00,D,K,I,M,associated
1992-10-27 00:13:00,D,K,C,M,associated
1992-10-27 06:50:00,D,A,O,M,associated
1992-10-27 07:35:00,D,K,C,M,associated
1992-10-27 08:26:00,D,K,C,M,associated
1992-10-27 09:11:00,D,K,C,M,associated
1992-10-29 10:52:00,D,K,C,M,associated
1992-10-30 08:09:00,E,K,C,M,associated
1992-10-30 16:18:00,E,K,C,M,associated
1992-10-30 17:02:00,E,K,C,X,associated
1992-10-31 00:17:00,E,K,I,M,associated
1992-11-18 19:02:00,E,K,O,M,associated
1992-11-22 22:58:00,C,A,O,M,associated
1992-11-29 12:30:00,B,X,O,M,associated
1992-11-30 19:35:00,B,X,I,M,associated
1992-12-01 17:45:00,E,A,O,M,associated
1992-12-04 11:18:00,F,S,I,M,associated
1992-12-04 17:33:00,C,A,O,M,associated
1993-02-06 18:12:00,E,K,I,M,associated
1993-02-09 06:56:00,E,K,I,M,associated
1993-02-10 07:32:00,E,K,I,M,associated
1993-02-10 08:36:00,E,K,I,M,associated
1993-02-10 20:03:00,E,K,C,M,associated
1993-02-11 18:01:00,E,K,I,M,associated
1993-02-16 14:16:00,D,A,O,M,associated
1993-02-18 09:28:00,D,A,I,M,associated
1993-02-18 11:26:00,D,A,I,M,associated
1993-02-21 00:27:00,D,A,I,M,associated
1993-03-02 21:04:00,D,A,O,M,associated
1993-03-04 10:16:00,E,A,I,M,associated
1993-03-06 20:14:00,D,K,I,M,associated
1993-03-11 15:15:00,F,K,C,M,associated
1993-03-11 21:51:00,F,A,O,M,associated
1993-03-12 16:48:00,F,H,O,M,associated
1993-03-21 03:22:00,D,K,I,M,associated
1993-03-29 12:52:00,E,K,O,M,associated
1993-04-22 14:07:00,D,A,C,M,associated
1993-05-07 20:47:00,D,K,I,M,associated
1993-05-14 21:54:00,D,S,O,M,associated
1993-05-30 05:01:00,E,A,I,M,associated
1993-06-07 13:54:00,D,A,I,M,associated
1993-06-10 05:57:00,E,K,I,M,associated
1993-06-24 07:19:00,D,A,O,M,associated
1993-06-26 14:54:00,D,A,I,M,associated
1993-06-27 11:15:00,E,A,I,M,associated
1993-07-02 13:14:00,D,S,I,M,associated
1993-07-03 10:40:00,D,A,I,M,associated
1993-07-04 07:21:00,D,A,I,M,associated
1993-07-04 11:01:00,D,A,I,M,associated
1993-08-11 10:13:00,D,A,I,M,associated
1993-09-27 22:32:00,E,K,I,M,associated
1993-10-02 06:28:00,F,K,I,M,associated
1993-10-09 08:09:00,D,A,O,M,associated
1993-11-12 02:21:00,C,R,O,M,associated
1993-12-22 17:23:00,F,A,I,M,associated
1993-12-24 14:51:00,F,K,I,M,associated
1993-12-24 18:04:00,F,K,I,M,associated
1993-12-25 17:44:00,F,K,I,M,associated
1993-12-26 04:02:00,F,K,I,M,associated
1993-12-27 18:43:00,F,A,I,M,associated
1993-12-28 16:53:00,E,K,O,M,associated
1994-01-02 22:51:00,F,K,I,M,associated
1994-01-07 09:37:00,E,A,I,M,associated
1994-01-16 23:09:00,D,H,O,M,associated
1994-01-26 01:33:00,D,K,O,M,associated
1994-01-27 04:58:00,D,K,I,M,associated
1994-06-30 21:18:00,D,A,O,M,associated
1994-07-07 09:56:00,C,A,I,M,associated
1994-08-14 17:34:00,D,A,I,M,associated
1994-08-15 12:42:00,E,A,C,M,associated
1994-08-17 01:07:00,E,S,O,M,associated
1994-08-18 03:02:00,E,A,O,M,associated
1994-08-19 02:46:00,E,A,O,M,associated
1994-08-30 08:23:00,D,A,O,M,associated
1994-08-30 10:36:00,D,A,O,M,associated
1994-10-19 22:35:00,F,A,O,M,associated
1994-12-14 05:41:00,E,K,C,M,associated
1995-02-01 08:54:00,C,R,O,M,associated
1995-02-01 09:29:00,C,R,O,M,associated
1995-02-20 03:13:00,D,S,O,M,associated
1995-10-12 06:01:00,D,K,O,M,associated
1995-10-13 05:01:00,E,S,O,M,associated
1996-04-22 04:42:00,D,A,O,M,associated
1996-07-09 01:49:00,E,A,C,M,associated
1996-07-10 03:30:00,E,K,C,M,associated
1996-11-29 20:36:00,E,H,I,M,associated
1997-04-01 13:25:00,D,A,O,M,associated
1997-09-02 12:25:00,F,S,I,M,associated
1997-09-08 19:23:00,D,K,O,M,associated
1997-09-17 11:35:00,D,R,O,M,associated
1997-09-24 10:57:00,D,A,I,M,associated
1997-11-03 09:03:00,E,K,I,M,associated
1997-11-03 19:55:00,F,K,C,M,associated
1997-11-06 11:49:00,F,K,C,X,associated
1997-11-15 22:31:00,E,A,O,M,associated
1997-11-26 18:31:00,E,K,I,M,associated
1997-11-27 12:59:00,E,K,O,X,associated
1997-11-29 22:28:00,E,H,O,M,associated
1997-12-01 02:32:00,F,K,I,M,associated
1998-01-15 14:28:00,E,A,I,M,associated
1998-01-25 21:26:00,C,S,O,M,associated
1998-03-15 16:04:00,E,K,C,M,associated
1998-03-19 01:17:00,D,A,O,M,associated
1998-03-22 06:51:00,E,K,O,M,associated
1998-03-26 12:46:00,F,H,C,M,associated
1998-03-27 21:49:00,F,K,I,M,associated
1998-04-27 08:55:00,C,K,O,X,associated
1998-05-01 12:54:00,C,A,I,M,associated
1998-05-01 22:36:00,E,K,O,M,associated
1998-05-02 13:31:00,E,K,C,X,associated
1998-05-03 21:12:00,E,K,I,M,associated
1998-05-06 07:10:00,C,K,O,M,associated
1998-05-07 11:05:00,F,H,C,M,associated
1998-05-07 13:31:00,D,S,O,M,associated
1998-06-13 04:15:00,C,S,O,M,associated
1998-08-09 08:38:00,C,K,O,M,associated
1998-08-14 08:19:00,B,X,O,M,associated
1998-08-18 04:00:00,C,K,O,M,associated
1998-08-19 12:22:00,D,H,O,M,associated
1998-08-19 14:04:00,D,A,O,M,associated
1998-08-23 09:23:00,D,K,O,M,associated
1998-08-24 21:50:00,D,K,O,X,associated
1998-08-30 09:29:00,E,K,I,M,associated
1998-08-31 15:29:00,C,S,O,M,associated
1998-09-01 04:49:00,F,K,C,M,associated
1998-09-03 15:26:00,F,K,C,M,associated
1998-09-11 15:58:00,D,A,O,M,associated
1998-10-07 12:42:00,E,K,I,M,associated
1998-10-18 01:38:00,D,A,O,M,associated
1998-11-05 13:30:00,D,K,C,M,associated
1998-11-08 22:37:00,E,K,C,M,associated
1998-12-20 08:49:00,E,A,I,M,associated
1998-12-20 08:49:00,B,X,O,M,associated
1998-12-24 11:29:00,D,S,O,M,associated
1998-12-25 05:31:00,D,A,O,M,associated
1998-12-28 05:15:00,C,S,O,M,associated
1998-12-28 23:15:00,E,A,C,M,associated
1998-12-30 05:26:00,E,A,I,M,associated
1999-01-15 06:32:00,D,A,O,M,associated
1999-01-16 12:02:00,E,A,I,M,associated
1999-01-18 07:52:00,F,S,O,M,associated
1999-02-14 09:59:00,E,K,O,M,associated
1999-03-13 20:22:00,D,A,I,M,associated
1999-03-14 09:08:00,E,S,O,M,associated
1999-04-04 05:15:00,D,A,O,M,associated
1999-05-09 00:36:00,D,A,I,M,associated
1999-05-16 13:45:00,C,S,O,M,associated
1999-05-16 22:25:00,E,S,O,M,associated
1999-06-12 13:19:00,D,S,O,M,associated
1999-06-23 06:49:00,E,A,O,M,associated
1999-06-30 11:24:00,E,A,I,M,associated
1999-06-30 20:07:00,D,S,O,M,associated
1999-07-01 21:36:00,F,A,O,M,associated
1999-07-01 23:24:00,E,A,I,M,associated
1999-07-02 01:29:00,E,S,O,M,associated
1999-07-02 15:12:00,F,A,C,M,associated
1999-07-23 22:55:00,C,A,O,M,associated
1999-07-25 04:14:00,F,S,O,M,associated
1999-07-25 13:08:00,E,A,O,M,associated
1999-07-27 12:58:00,F,K,I,M,associated
1999-07-29 16:22:00,F,H,C,M,associated
1999-08-02 21:18:00,D,A,I,X,associated
1999-08-02 21:18:00,D,A,I,X,associated
1999-08-04 15:49:00,E,A,O,M,associated
1999-08-04 15:49:00,E,A,O,M,associated
1999-08-05 15:55:00,D,A,O,M,associated
1999-08-05 15:55:00,D,A,O,M,associated
1999-08-06 13:50:00,C,R,O,M,associated
1999-08-19 11:59:00,B,X,O,M,associated
1999-08-20 12:36:00,E,K,O,M,associated
1999-08-20 23:03:00,E,A,O,M,associated
1999-08-21 22:10:00,F,A,I,M,associated
1999-08-27 12:50:00,F,K,C,M,associated
1999-08-27 16:23:00,F,K,C,M,associated
1999-08-28 00:50:00,F,K,C,M,associated
1999-09-08 12:08:00,C,S,O,M,associated
1999-09-17 01:14:00,E,A,O,M,associated
1999-10-14 08:54:00,F,K,I,X,associated
1999-10-25 06:26:00,E,A,O,M,associated
1999-10-26 07:27:00,F,K,C,M,associated
1999-10-26 18:38:00,F,A,C,M,associated
1999-11-09 19:42:00,F,K,C,M,associated
1999-11-10 15:44:00,E,A,C,M,associated
1999-11-10 22:09:00,E,A,I,M,associated
1999-11-13 01:14:00,C,A,O,M,associated
1999-11-14 15:47:00,D,A,O,M,associated
1999-11-14 16:20:00,E,K,C,M,associated
1999-11-14 16:54:00,F,S,I,M,associated
1999-11-16 13:47:00,E,K,C,M,associated
1999-11-16 21:18:00,E,K,C,M,associated
1999-11-17 09:47:00,E,A,C,M,associated
1999-11-18 01:42:00,F,A,O,M,associated
1999-11-20 22:17:00,E,A,I,M,associated
1999-11-21 00:07:00,E,K,C,M,associated
1999-11-21 10:03:00,E,K,C,M,associated
1999-11-24 21:52:00,D,A,O,M,associated
1999-11-24 23:27:00,F,K,I,M,associated
1999-11-26 03:50:00,F,K,I,M,associated
1999-11-26 13:38:00,E,A,I,M,associated
1999-11-27 02:36:00,E,K,O,M,associated
1999-11-27 05:43:00,E,K,O,M,associated
1999-11-27 12:05:00,F,K,I,X,associated
1999-12-22 18:52:00,F,K,C,M,associated
1999-12-27 11:54:00,F,H,C,M,associated
2000-01-10 13:31:00,E,S,O,M,associated
2000-01-12 00:04:00,F,A,O,M,associated
2000-01-12 20:36:00,E,A,O,M,associated
2000-01-18 09:36:00,D,A,O,M,associated
2000-02-04 09:11:00,E,S,O,M,associated
2000-02-05 19:17:00,E,A,O,X,associated
2000-02-08 08:42:00,D,S,O,M,associated
2000-02-17 20:17:00,B,X,O,M,associated
2000-02-19 15:39:00,E,A,I,M,associated
2000-02-21 23:13:00,F,K,C,M,associated
2000-02-21 23:13:00,C,R,O,M,associated
2000-02-22 08:42:00,F,S,I,M,associated
2000-02-22 11:23:00,F,S,I,M,associated
2000-02-26 23:33:00,E,S,O,M,associated
2000-03-02 08:38:00,B,X,O,M,associated
2000-03-02 13:35:00,E,K,C,M,associated
2000-03-03 02:08:00,E,K,C,M,associated
2000-03-03 10:40:00,A,X,X,M,associated
2000-03-11 09:15:00,D,K,I,M,associated
2000-03-12 23:30:00,E,K,C,M,associated
2000-03-13 10:38:00,E,K,C,M,associated
2000-03-17 11:08:00,D,K,I,M,associated
2000-03-18 23:13:00,E,K,I,M,associated
2000-03-18 23:53:00,D,K,O,M,associated
2000-03-21 14:12:00,E,K,O,M,associated
2000-03-23 11:32:00,E,A,I,M,associated
2000-03-27 05:12:00,D,A,O,M,associated
2000-03-30 12:39:00,D,A,C,M,associated
2000-03-30 15:58:00,D,A,C,M,associated
2000-03-31 06:22:00,E,A,I,M,associated
2000-03-31 07:50:00,C,R,O,M,associated
2000-03-31 10:13:00,C,R,O,M,associated
2000-03-31 13:12:00,D,S,O,M,associated
2000-03-31 16:50:00,D,S,O,M,associated
2000-04-06 02:18:00,C,S,O,M,associated
2000-04-08 02:34:00,E,A,I,M,associated
2000-04-08 20:40:00,E,A,I,M,associated
2000-04-08 20:40:00,H,S,X,M,associated
2000-04-09 23:26:00,E,A,I,M,associated
2000-04-09 23:26:00,A,X,X,M,associated
2000-04-11 23:29:00,E,A,I,M,associated
2000-04-15 10:09:00,E,H,O,M,associated
2000-04-15 14:37:00,E,S,O,M,associated
2000-05-02 14:42:00,E,K,O,M,associated
2000-05-12 23:23:00,E,A,O,M,associated
2000-05-14 07:59:00,D,K,O,M,associated
2000-05-15 08:16:00,E,H,I,M,associated
2000-05-18 15:52:00,F,K,I,M,associated
2000-05-24 05:30:00,D,S,O,M,associated
2000-06-01 06:07:00,C,A,O,M,associated
2000-06-02 03:23:00,F,K,O,M,associated
2000-06-02 18:48:00,E,K,O,M,associated
2000-06-03 08:27:00,F,K,O,M,associated
2000-06-03 19:13:00,E,K,O,M,associated
2000-06-05 13:51:00,D,S,O,M,associated
2000-06-06 13:10:00,E,K,C,M,associated
2000-06-06 13:30:00,E,K,C,X,associated
2000-06-06 13:56:00,E,K,C,M,associated
2000-06-11 10:38:00,F,K,I,M,associated
2000-06-15 19:38:00,C,R,O,M,associated
2000-06-15 23:36:00,D,A,O,M,associated
2000-06-17 02:25:00,A,X,X,M,associated
2000-06-18 01:52:00,A,X,X,X,associated
2000-06-21 09:22:00,F,A,O,M,associated
2000-06-23 04:00:00,E,S,O,M,associated
2000-06-23 14:18:00,E,A,I,M,associated
2000-06-25 07:17:00,C,S,O,M,associated
2000-07-07 18:10:00,C,S,O,M,associated
2000-07-09 07:15:00,F,K,I,M,associated
2000-07-10 10:26:00,F,K,I,M,associated
2000-07-10 14:16:00,F,K,C,M,associated
2000-07-11 11:32:00,F,K,I,M,associated
2000-07-11 12:12:00,F,K,C,X,associated
2000-07-12 10:18:00,F,K,C,X,associated
2000-07-13 11:51:00,F,K,O,M,associated
2000-07-14 10:03:00,F,K,C,X,associated
2000-07-14 13:44:00,F,K,C,M,associated
2000-07-15 08:20:00,F,K,C,M,associated
2000-07-16 21:47:00,F,S,O,M,associated
2000-07-16 23:37:00,E,K,I,M,associated
2000-07-17 13:35:00,E,A,I,M,associated
2000-07-18 04:59:00,E,A,I,M,associated
2000-07-19 06:45:00,F,A,C,M,associated
2000-07-20 09:21:00,F,A,C,M,associated
2000-07-21 05:17:00,F,K,O,M,associated
2000-07-21 10:05:00,F,K,I,M,associated
2000-07-21 10:33:00,F,K,C,M,associated
2000-07-21 14:30:00,F,K,C,M,associated
2000-07-21 23:31:00,D,A,O,M,associated
2000-07-22 06:52:00,F,A,O,M,associated
2000-07-22 11:17:00,E,A,O,M,associated
2000-07-23 09:51:00,F,A,C,M,associated
2000-07-23 13:59:00,F,K,C,M,associated
2000-07-25 02:43:00,E,K,C,M,associated
2000-07-25 04:40:00,F,A,C,M,associated
2000-07-27 04:06:00,E,A,O,M,associated
2000-07-27 23:37:00,D,S,O,M,associated
2000-09-09 08:28:00,D,S,O,M,associated
2000-09-15 05:05:00,D,A,I,M,associated
2000-09-15 14:29:00,D,K,C,M,associated
2000-09-16 04:06:00,D,A,O,M,associated
2000-09-19 08:06:00,D,A,O,M,associated
2000-09-24 03:28:00,E,A,I,M,associated
2000-09-30 17:38:00,D,A,O,M,associated
2000-09-30 20:08:00,C,A,I,M,associated
2000-10-01 13:56:00,D,A,I,M,associated
2000-10-12 20:26:00,D,A,O,M,associated
2000-10-14 08:31:00,D,A,O,M,associated
2000-10-29 01:28:00,E,A,I,M,associated
2000-11-08 22:42:00,H,S,X,M,associated
2000-11-18 10:51:00,F,A,C,M,associated
2000-11-23 23:18:00,E,K,O,M,associated
2000-11-24 04:55:00,F,K,O,X,associated
2000-11-24 14:51:00,F,K,C,X,associated
2000-11-24 21:43:00,F,K,O,X,associated
2000-11-25 09:06:00,F,K,C,M,associated
2000-11-26 02:47:00,E,K,I,M,associated
2000-11-30 20:27:00,E,S,O,M,associated
2000-12-06 22:16:00,C,A,O,M,associated
2000-12-12 14:37:00,D,A,O,M,associated
2000-12-24 11:03:00,D,A,O,M,associated
2000-12-27 15:30:00,C,A,O,M,associated
2001-01-09 06:45:00,D,A,I,M,associated
2001-01-10 10:12:00,D,A,O,M,associated
2001-01-20 18:33:00,E,A,O,M,associated
2001-01-20 21:06:00,E,A,O,M,associated
2001-01-21 23:08:00,D,S,O,M,associated
2001-01-24 14:37:00,E,A,I,M,associated
2001-01-26 05:53:00,H,S,X,M,associated
2001-02-02 23:48:00,E,S,O,M,associated
2001-03-08 11:13:00,E,A,O,M,associated
2001-03-10 04:00:00,E,A,O,M,associated
2001-03-20 02:06:00,F,A,O,M,associated
2001-03-20 03:20:00,C,S,O,M,associated
2001-03-24 19:35:00,E,R,O,M,associated
2001-03-24 23:04:00,E,K,C,M,associated
2001-03-26 13:03:00,F,K,C,M,associated
2001-03-28 01:55:00,F,K,I,M,associated
2001-03-28 09:42:00,F,K,I,M,associated
2001-03-28 11:21:00,F,K,I,M,associated
2001-03-28 18:58:00,F,K,C,M,associated
2001-03-28 22:18:00,F,K,C,M,associated
2001-03-28 23:25:00,F,K,C,M,associated
2001-03-29 09:57:00,F,K,I,X,associated
2001-03-29 11:29:00,F,K,I,M,associated
2001-03-30 09:16:00,F,K,C,M,associated
2001-03-31 11:00:00,F,K,C,M,associated
2001-04-01 19:44:00,F,K,C,M,associated
2001-04-01 22:47:00,F,K,C,M,associated
2001-04-02 00:14:00,F,K,C,M,associated
2001-04-02 05:25:00,F,K,C,M,associated
2001-04-02 21:32:00,F,K,C,X,associated
2001-04-03 03:25:00,E,A,O,X,associated
2001-04-03 12:29:00,F,K,C,M,associated
2001-04-04 09:41:00,D,K,O,M,associated
2001-04-04 11:52:00,D,S,O,M,associated
2001-04-05 02:00:00,D,A,O,M,associated
2001-04-05 07:57:00,D,A,O,M,associated
2001-04-05 08:37:00,D,A,O,M,associated
2001-04-06 19:10:00,E,K,O,X,associated
2001-04-09 15:20:00,E,K,I,M,associated
2001-04-11 12:56:00,E,K,I,M,associated
2001-04-12 02:56:00,D,K,I,M,associated
2001-04-12 09:39:00,D,K,O,X,associated
2001-04-15 13:19:00,E,K,O,X,associated
2001-04-22 20:37:00,F,K,I,M,associated
2001-04-24 05:33:00,F,K,I,M,associated
2001-04-24 06:53:00,F,K,I,M,associated
2001-04-24 12:38:00,F,K,I,M,associated
2001-04-24 18:04:00,F,K,C,M,associated
2001-04-24 22:14:00,F,K,C,M,associated
2001-04-26 11:26:00,F,K,I,M,associated
2001-04-27 19:06:00,F,K,I,M,associated
2001-05-01 18:58:00,D,K,I,M,associated
2001-05-02 00:32:00,E,A,O,M,associated
2001-05-05 08:42:00,F,A,I,M,associated
2001-05-12 22:42:00,E,A,I,M,associated
2001-05-13 02:58:00,E,A,I,M,associated
2001-05-15 02:53:00,F,A,I,M,associated
2001-05-16 10:35:00,F,A,I,M,associated
2001-05-24 19:30:00,D,S,O,M,associated
2001-06-04 08:03:00,D,H,O,M,associated
2001-06-04 22:34:00,E,A,I,M,associated
2001-06-05 04:41:00,C,K,O,M,associated
2001-06-13 04:22:00,D,A,O,M,associated
2001-06-13 11:22:00,D,S,O,M,associated
2001-06-15 10:01:00,D,S,O,M,associated
2001-06-18 19:59:00,F,A,O,M,associated
2001-06-22 21:17:00,D,A,O,M,associated
2001-06-22 22:14:00,F,A,I,M,associated
2001-06-22 23:57:00,D,A,O,M,associated
2001-06-23 00:10:00,D,A,O,M,associated
2001-06-23 04:02:00,D,A,O,X,associated
2001-06-23 06:20:00,D,A,O,M,associated
2001-07-14 21:26:00,E,A,I,M,associated
2001-07-16 03:13:00,E,A,I,M,associated
2001-07-19 09:52:00,H,S,X,M,associated
2001-08-03 03:02:00,D,A,O,M,associated
2001-08-05 15:22:00,D,K,I,M,associated
2001-08-05 22:16:00,D,K,I,M,associated
2001-08-07 07:26:00,E,H,I,M,associated
2001-08-24 08:48:00,F,K,I,M,associated
2001-08-24 23:47:00,F,K,I,M,associated
2001-08-25 09:09:00,F,K,I,M,associated
2001-08-25 16:23:00,F,K,I,X,associated
2001-08-25 19:52:00,F,K,I,M,associated
2001-08-28 00:02:00,F,K,I,M,associated
2001-08-28 07:43:00,D,A,O,M,associated
2001-08-29 05:03:00,E,A,O,M,associated
2001-08-29 12:42:00,D,A,O,M,associated
2001-08-30 20:34:00,E,K,I,M,associated
2001-08-31 10:35:00,F,A,I,M,associated
2001-08-31 22:27:00,F,K,C,M,associated
2001-09-02 06:16:00,E,K,C,M,associated
2001-09-04 20:12:00,D,A,O,M,associated
2001-09-04 21:53:00,E,K,I,M,associated
2001-09-07 15:26:00,E,K,I,M,associated
2001-09-08 04:38:00,F,K,C,M,associated
2001-09-08 19:00:00,E,K,I,M,associated
2001-09-09 02:32:00,F,K,C,M,associated
2001-09-09 09:55:00,F,K,C,M,associated
2001-09-09 18:35:00,F,K,I,M,associated
2001-09-09 20:40:00,F,K,I,M,associated
2001-09-15 11:04:00,F,A,O,M,associated
2001-09-15 15:44:00,F,H,I,M,associated
2001-09-16 03:39:00,F,K,I,M,associated
2001-09-17 08:18:00,F,A,I,M,associated
2001-09-17 21:01:00,F,H,I,M,associated
2001-09-17 21:32:00,E,K,I,M,associated
2001-09-18 00:02:00,E,K,I,M,associated
2001-09-23 11:31:00,D,K,I,M,associated
2001-09-24 09:32:00,D,K,O,X,associated
2001-09-25 04:24:00,F,A,C,M,associated
2001-09-25 10:18:00,F,K,C,M,associated
2001-09-28 08:10:00,E,A,I,M,associated
2001-09-28 09:34:00,E,K,I,M,associated
2001-09-28 19:18:00,D,A,O,M,associated
2001-09-28 21:15:00,D,S,O,M,associated
2001-09-29 10:19:00,E,A,I,M,associated
2001-10-01 23:40:00,D,K,C,M,associated
2001-10-02 11:23:00,D,A,O,M,associated
2001-10-09 10:46:00,D,A,O,M,associated
2001-10-17 11:16:00,E,A,O,M,associated
2001-10-19 06:35:00,F,A,O,M,associated
2001-10-19 09:35:00,F,A,O,M,associated
2001-10-21 11:12:00,D,K,O,M,associated
2001-10-22 14:27:00,D,K,I,M,associated
2001-10-23 00:13:00,D,K,I,M,associated
2001-10-23 02:11:00,D,K,I,M,associated
2001-10-28 04:36:00,E,K,I,M,associated
2001-10-28 16:45:00,E,K,C,M,associated
2001-10-29 08:07:00,H,K,X,M,associated
2001-10-29 10:56:00,E,K,C,M,associated
2001-10-29 11:30:00,E,K,C,M,associated
2001-10-29 23:49:00,E,K,C,M,associated
2001-10-31 07:34:00,E,K,C,M,associated
2001-10-31 21:02:00,A,X,X,M,associated
2001-11-01 06:45:00,E,K,O,M,associated
2001-11-01 11:25:00,D,A,O,M,associated
2001-11-01 13:51:00,D,A,O,M,associated
2001-11-01 19:50:00,D,A,I,M,associated
2001-11-01 21:38:00,E,K,C,M,associated
2001-11-02 07:42:00,F,A,I,M,associated
2001-11-04 16:03:00,E,K,I,X,associated
2001-11-05 02:47:00,F,A,C,M,associated
2001-11-05 09:07:00,D,K,I,M,associated
2001-11-06 02:56:00,F,A,I,M,associated
2001-11-06 15:07:00,F,K,I,M,associated
2001-11-07 04:37:00,F,K,I,M,associated
2001-11-07 09:27:00,F,K,C,M,associated
2001-11-07 19:30:00,F,K,C,M,associated
2001-11-07 22:31:00,F,K,C,M,associated
2001-11-08 06:59:00,F,A,O,M,associated
2001-11-08 12:13:00,F,K,C,M,associated
2001-11-09 01:19:00,F,K,C,M,associated
2001-11-09 05:20:00,F,K,C,M,associated
2001-11-09 06:23:00,F,K,C,M,associated
2001-11-10 00:42:00,F,K,C,M,associated
2001-11-10 19:47:00,F,K,I,M,associated
2001-11-11 10:54:00,F,K,I,M,associated
2001-11-12 07:52:00,E,K,O,M,associated
2001-11-13 06:22:00,F,K,I,M,associated
2001-11-14 21:43:00,F,K,I,M,associated
2001-11-17 04:49:00,D,H,C,M,associated
2001-11-22 20:18:00,H,S,X,M,associated
2001-11-22 22:32:00,E,K,C,M,associated
2001-11-27 21:09:00,E,K,I,M,associated
2001-11-28 16:26:00,E,K,C,M,associated
2001-11-29 10:12:00,F,K,C,M,associated
2001-11-30 01:00:00,E,K,I,M,associated
2001-11-30 19:55:00,D,A,O,M,associated
2001-12-01 06:47:00,E,K,I,M,associated
2001-12-01 14:30:00,C,A,O,M,associated
2001-12-04 00:37:00,E,K,I,M,associated
2001-12-06 08:13:00,D,K,I,M,associated
2001-12-11 07:58:00,E,A,I,X,associated
2001-12-12 19:00:00,E,K,I,M,associated
2001-12-12 21:41:00,E,K,I,M,associated
2001-12-12 23:13:00,E,K,I,M,associated
2001-12-13 14:20:00,F,K,C,X,associated
2001-12-13 22:44:00,E,K,I,M,associated
2001-12-14 08:40:00,C,S,O,M,associated
2001-12-14 19:41:00,E,K,C,M,associated
2001-12-23 23:08:00,E,A,O,M,associated
2001-12-24 22:34:00,E,A,I,M,associated
2001-12-25 07:00:00,E,A,I,M,associated
2001-12-26 12:22:00,E,K,I,M,associated
2001-12-26 21:11:00,F,K,O,M,associated
2001-12-27 11:27:00,E,K,I,M,associated
2001-12-28 06:47:00,F,A,I,M,associated
2001-12-28 12:10:00,E,A,O,M,associated
2001-12-29 05:40:00,E,A,I,M,associated
2001-12-29 22:51:00,D,A,O,M,associated
2002-01-02 12:48:00,E,A,I,M,associated
2002-01-02 12:48:00,A,X,X,M,associated
2002-01-09 11:01:00,E,A,I,M,associated
2002-01-11 07:53:00,H,S,X,M,associated
2002-01-12 15:05:00,E,A,I,M,associated
2002-01-12 19:25:00,E,A,O,M,associated
2002-01-13 03:04:00,F,K,I,M,associated
2002-01-13 19:35:00,F,A,I,M,associated
2002-01-13 19:35:00,H,S,X,M,associated
2002-01-14 22:35:00,F,A,I,M,associated
2002-01-16 10:05:00,E,A,O,M,associated
2002-01-19 10:00:00,C,K,O,M,associated
2002-01-22 08:52:00,D,S,O,M,associated
2002-02-04 23:23:00,E,A,I,M,associated
2002-02-10 18:40:00,D,A,O,M,associated
2002-02-18 20:18:00,F,K,I,M,associated
2002-02-20 02:44:00,E,S,I,M,associated
2002-02-20 05:52:00,E,S,I,M,associated
2002-02-20 21:00:00,F,K,C,M,associated
2002-02-21 23:49:00,F,K,I,M,associated
2002-02-27 15:50:00,D,A,O,M,associated
2002-03-09 18:31:00,E,K,I,M,associated
2002-03-09 21:44:00,E,K,I,M,associated
2002-03-12 23:01:00,D,A,O,M,associated
2002-03-13 23:02:00,E,A,O,M,associated
2002-03-15 22:09:00,E,K,I,M,associated
2002-03-17 19:24:00,E,A,O,M,associated
2002-03-19 11:06:00,E,A,I,M,associated
